fecha,provincia,termino_busqueda,categoria,volumen_busquedas,evento_aumento
2023-07-31,Buenos Aires,descuento nafta personal pay,Descuentos,884,0
2023-07-31,Buenos Aires,ypf cerca de mi,Estaciones,2669,0
2023-07-31,CABA,cuanto gasta un auto por kilometro,Alternativas,1287,0
2023-08-01,Córdoba,cuanto gasta un auto por kilometro,Alternativas,1900,0
2023-08-01,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,1722,0
2023-08-01,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1251,0
2023-08-01,Buenos Aires,ypf cerca de mi,Estaciones,1038,0
2023-08-02,Córdoba,descuentos nafta modo,Descuentos,2305,0
2023-08-02,Buenos Aires,aumento combustible fecha,Precios,2580,0
2023-08-02,CABA,axion energia ubicaciones,Estaciones,2631,0
2023-08-02,Tucumán,precio nafta hoy argentina,Precios,1501,0
2023-08-03,Córdoba,aumento nafta hoy,Precios,1186,0
2023-08-03,Tucumán,precio nafta hoy argentina,Precios,1691,0
2023-08-03,Santa Fe,equipo gnc 5ta generacion precio,Alternativas,1738,0
2023-08-04,Córdoba,axion energia ubicaciones,Estaciones,1494,0
2023-08-04,Salta,equipo gnc 5ta generacion precio,Alternativas,1437,0
2023-08-04,Mendoza,precio nafta super ypf,Precios,1531,0
2023-08-04,Santa Fe,puntos serviclub canje,Descuentos,1048,0
2023-08-05,Buenos Aires,cuanto sube la nafta,Precios,2277,0
2023-08-05,Santa Fe,aumento combustible fecha,Precios,658,0
2023-08-05,CABA,descuento nafta galicia,Descuentos,3191,0
2023-08-05,Santa Fe,monopatín eléctrico precio,Alternativas,798,0
2023-08-06,Santa Fe,equipo gnc 5ta generacion precio,Alternativas,1750,0
2023-08-06,Santa Fe,estacion de servicio con gnc cerca,Estaciones,1865,0
2023-08-06,CABA,cuanto cuesta llenar el tanque,Precios,1792,0
2023-08-06,Santa Fe,descuento nafta personal pay,Descuentos,2198,0
2023-08-07,Mendoza,equipo gnc 5ta generacion precio,Alternativas,1538,0
2023-08-07,Mendoza,monopatín eléctrico precio,Alternativas,1444,0
2023-08-07,Santa Fe,shell abierta ahora,Estaciones,814,0
2023-08-08,Buenos Aires,tarjeta sube saldo,Alternativas,3111,0
2023-08-08,CABA,axion energia ubicaciones,Estaciones,2151,0
2023-08-08,Mendoza,banco nacion descuento combustible,Descuentos,2443,0
2023-08-08,Buenos Aires,monopatín eléctrico precio,Alternativas,2972,0
2023-08-09,Santa Fe,shell abierta ahora,Estaciones,1479,0
2023-08-09,Tucumán,monopatín eléctrico precio,Alternativas,1446,0
2023-08-09,Entre Ríos,puntos serviclub canje,Descuentos,2394,0
2023-08-10,Entre Ríos,monopatín eléctrico precio,Alternativas,1582,0
2023-08-10,Tucumán,cuanto gasta un auto por kilometro,Alternativas,690,0
2023-08-10,Buenos Aires,shell abierta ahora,Estaciones,1221,0
2023-08-11,Buenos Aires,shell abierta ahora,Estaciones,1400,0
2023-08-11,CABA,cuanto cuesta llenar el tanque,Precios,2485,0
2023-08-12,CABA,shell abierta ahora,Estaciones,1184,0
2023-08-12,Mendoza,horarios colectivo urbano,Alternativas,871,0
2023-08-12,Neuquén,banco nacion descuento combustible,Descuentos,946,0
2023-08-13,Santa Fe,descuentos nafta modo,Descuentos,1592,0
2023-08-13,Buenos Aires,banco nacion descuento combustible,Descuentos,2453,0
2023-08-13,Entre Ríos,estacion de servicio con gnc cerca,Estaciones,746,0
2023-08-13,Buenos Aires,precio nafta hoy argentina,Precios,1898,0
2023-08-13,Mendoza,puntos serviclub canje,Descuentos,1779,0
2023-08-14,Neuquén,precio litro infinia shell,Precios,1969,0
2023-08-14,Buenos Aires,axion energia ubicaciones,Estaciones,2026,0
2023-08-14,CABA,aumento combustible fecha,Precios,1674,0
2023-08-15,Misiones,precio nafta super ypf,Precios,1880,0
2023-08-15,Santa Fe,axion energia ubicaciones,Estaciones,909,0
2023-08-15,Mendoza,aumento combustible fecha,Precios,805,0
2023-08-16,Santa Fe,aumento combustible fecha,Precios,3977,1
2023-08-16,Neuquén,banco nacion descuento combustible,Descuentos,6140,1
2023-08-16,Misiones,aumento nafta hoy,Precios,5051,1
2023-08-16,CABA,descuentos nafta modo,Descuentos,6264,1
2023-08-16,Buenos Aires,ypf cerca de mi,Estaciones,7075,1
2023-08-16,Mendoza,estaciones de servicio mas baratas,Estaciones,8490,1
2023-08-16,CABA,aumento nafta hoy,Precios,7399,1
2023-08-16,CABA,descuento nafta personal pay,Descuentos,6971,1
2023-08-16,Buenos Aires,tarjeta sube saldo,Alternativas,8233,1
2023-08-16,Santa Fe,precio gasoil axion,Precios,7483,1
2023-08-16,Santa Fe,estaciones de servicio mas baratas,Estaciones,5011,1
2023-08-16,Buenos Aires,descuento nafta personal pay,Descuentos,7728,1
2023-08-16,CABA,banco nacion descuento combustible,Descuentos,11571,1
2023-08-16,Salta,precio litro infinia shell,Precios,5910,1
2023-08-16,Buenos Aires,descuentos nafta modo,Descuentos,7976,1
2023-08-16,Buenos Aires,aumento nafta hoy,Precios,11239,1
2023-08-16,Entre Ríos,aumento combustible fecha,Precios,7002,1
2023-08-17,Buenos Aires,descuento nafta galicia,Descuentos,5379,1
2023-08-17,CABA,monopatín eléctrico precio,Alternativas,9925,1
2023-08-17,Córdoba,ypf cerca de mi,Estaciones,8786,1
2023-08-17,CABA,descuento nafta galicia,Descuentos,6832,1
2023-08-17,Santa Fe,precio nafta super ypf,Precios,5915,1
2023-08-17,Buenos Aires,axion energia ubicaciones,Estaciones,7654,1
2023-08-17,Entre Ríos,cuanto sube la nafta,Precios,5051,1
2023-08-17,Buenos Aires,ypf cerca de mi,Estaciones,7895,1
2023-08-17,Tucumán,descuentos nafta modo,Descuentos,7460,1
2023-08-17,Tucumán,cuanto gasta un auto por kilometro,Alternativas,6898,1
2023-08-17,Córdoba,axion energia ubicaciones,Estaciones,6904,1
2023-08-17,CABA,promociones cuenta dni nafta,Descuentos,5703,1
2023-08-17,CABA,estaciones de servicio mas baratas,Estaciones,4523,1
2023-08-17,Córdoba,precio litro infinia shell,Precios,4764,1
2023-08-18,Entre Ríos,precio nafta hoy argentina,Precios,7067,1
2023-08-18,Entre Ríos,descuento nafta personal pay,Descuentos,14758,1
2023-08-18,CABA,cuanto gasta un auto por kilometro,Alternativas,10995,1
2023-08-18,Córdoba,puntos serviclub canje,Descuentos,8060,1
2023-08-18,Mendoza,bbva descuento ypf,Descuentos,14737,1
2023-08-18,CABA,descuento nafta galicia,Descuentos,18706,1
2023-08-18,Tucumán,precio nafta super ypf,Precios,9644,1
2023-08-18,CABA,descuento nafta galicia,Descuentos,11301,1
2023-08-18,Córdoba,estacion de servicio con gnc cerca,Estaciones,14515,1
2023-08-18,Entre Ríos,aplicacion ypf descuentos,Descuentos,10151,1
2023-08-18,Córdoba,banco nacion descuento combustible,Descuentos,7616,1
2023-08-18,Buenos Aires,promociones cuenta dni nafta,Descuentos,18810,1
2023-08-18,Córdoba,precio nafta super ypf,Precios,14485,1
2023-08-18,Buenos Aires,aplicacion ypf descuentos,Descuentos,11512,1
2023-08-19,Buenos Aires,aumento combustible fecha,Precios,10264,1
2023-08-19,Buenos Aires,ypf cerca de mi,Estaciones,5588,1
2023-08-19,Tucumán,precio nafta super ypf,Precios,7712,1
2023-08-19,Córdoba,promociones cuenta dni nafta,Descuentos,5489,1
2023-08-19,CABA,precio litro infinia shell,Precios,5553,1
2023-08-19,Buenos Aires,ypf cerca de mi,Estaciones,6626,1
2023-08-19,Mendoza,precio litro infinia shell,Precios,8154,1
2023-08-19,Salta,precio nafta hoy argentina,Precios,3654,1
2023-08-19,CABA,cuanto cuesta llenar el tanque,Precios,9452,1
2023-08-19,CABA,aumento nafta hoy,Precios,6557,1
2023-08-19,Neuquén,descuento nafta personal pay,Descuentos,7772,1
2023-08-19,CABA,descuentos nafta modo,Descuentos,11833,1
2023-08-19,Misiones,banco nacion descuento combustible,Descuentos,4569,1
2023-08-19,Mendoza,axion energia ubicaciones,Estaciones,4652,1
2023-08-19,Buenos Aires,aumento combustible fecha,Precios,4863,1
2023-08-19,Mendoza,aumento combustible fecha,Precios,7743,1
2023-08-19,Buenos Aires,aplicacion ypf descuentos,Descuentos,7835,1
2023-08-19,Buenos Aires,bbva descuento ypf,Descuentos,5341,1
2023-08-20,Córdoba,precio litro infinia shell,Precios,4524,1
2023-08-20,Buenos Aires,convertir auto a gnc precio,Alternativas,9134,1
2023-08-20,CABA,aumento nafta hoy,Precios,6615,1
2023-08-20,Misiones,precio nafta hoy argentina,Precios,4799,1
2023-08-20,Mendoza,descuento nafta personal pay,Descuentos,7379,1
2023-08-20,Mendoza,horarios colectivo urbano,Alternativas,6221,1
2023-08-20,Neuquén,bbva descuento ypf,Descuentos,6927,1
2023-08-20,Buenos Aires,cuanto cuesta llenar el tanque,Precios,8327,1
2023-08-20,Córdoba,descuento nafta personal pay,Descuentos,4622,1
2023-08-20,Santa Fe,cuanto cuesta llenar el tanque,Precios,9152,1
2023-08-20,Mendoza,cuanto cuesta llenar el tanque,Precios,8000,1
2023-08-21,CABA,ypf cerca de mi,Estaciones,1380,0
2023-08-21,CABA,promociones cuenta dni nafta,Descuentos,2735,0
2023-08-21,Buenos Aires,ypf cerca de mi,Estaciones,1394,0
2023-08-21,Mendoza,convertir auto a gnc precio,Alternativas,1279,0
2023-08-21,Buenos Aires,precio litro infinia shell,Precios,855,0
2023-08-22,Entre Ríos,ypf cerca de mi,Estaciones,1535,0
2023-08-22,Mendoza,axion energia ubicaciones,Estaciones,806,0
2023-08-23,Santa Fe,estaciones de servicio mas baratas,Estaciones,1686,0
2023-08-23,CABA,ypf cerca de mi,Estaciones,1395,0
2023-08-23,Buenos Aires,aumento nafta hoy,Precios,1050,0
2023-08-23,CABA,bbva descuento ypf,Descuentos,958,0
2023-08-24,Salta,descuentos nafta modo,Descuentos,1652,0
2023-08-24,Mendoza,cuanto gasta un auto por kilometro,Alternativas,2079,0
2023-08-24,CABA,monopatín eléctrico precio,Alternativas,1065,0
2023-08-24,Santa Fe,cuanto cuesta llenar el tanque,Precios,867,0
2023-08-25,Córdoba,estaciones de servicio mas baratas,Estaciones,2273,0
2023-08-25,Mendoza,descuento nafta personal pay,Descuentos,2339,0
2023-08-26,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,2998,0
2023-08-26,Córdoba,precio litro infinia shell,Precios,561,0
2023-08-26,Tucumán,aumento combustible fecha,Precios,954,0
2023-08-27,Entre Ríos,descuento nafta galicia,Descuentos,1428,0
2023-08-27,CABA,shell abierta ahora,Estaciones,1800,0
2023-08-27,Santa Fe,puntos serviclub canje,Descuentos,2843,0
2023-08-27,Buenos Aires,descuentos nafta modo,Descuentos,931,0
2023-08-27,Córdoba,axion energia ubicaciones,Estaciones,2572,0
2023-08-28,Santa Fe,aplicacion ypf descuentos,Descuentos,1673,0
2023-08-28,Buenos Aires,puntos serviclub canje,Descuentos,1271,0
2023-08-28,CABA,cuanto gasta un auto por kilometro,Alternativas,2636,0
2023-08-29,CABA,aumento combustible fecha,Precios,1710,0
2023-08-29,Mendoza,equipo gnc 5ta generacion precio,Alternativas,1167,0
2023-08-30,CABA,ypf cerca de mi,Estaciones,1598,0
2023-08-30,Neuquén,estacion de servicio con gnc cerca,Estaciones,828,0
2023-08-30,CABA,cuanto gasta un auto por kilometro,Alternativas,2913,0
2023-08-31,Buenos Aires,descuento nafta galicia,Descuentos,2531,0
2023-08-31,Santa Fe,aplicacion ypf descuentos,Descuentos,848,0
2023-09-01,Mendoza,aplicacion ypf descuentos,Descuentos,2143,0
2023-09-01,Córdoba,cuanto sube la nafta,Precios,2598,0
2023-09-01,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,1726,0
2023-09-01,CABA,cuanto gasta un auto por kilometro,Alternativas,1661,0
2023-09-01,CABA,convertir auto a gnc precio,Alternativas,3047,0
2023-09-02,Neuquén,puntos serviclub canje,Descuentos,598,0
2023-09-02,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,1651,0
2023-09-03,Tucumán,precio gasoil axion,Precios,1335,0
2023-09-03,Santa Fe,precio nafta super ypf,Precios,2041,0
2023-09-03,Misiones,precio nafta hoy argentina,Precios,1177,0
2023-09-03,CABA,banco nacion descuento combustible,Descuentos,1016,0
2023-09-03,Entre Ríos,equipo gnc 5ta generacion precio,Alternativas,1804,0
2023-09-04,CABA,horarios colectivo urbano,Alternativas,2985,0
2023-09-04,Buenos Aires,convertir auto a gnc precio,Alternativas,1034,0
2023-09-04,CABA,axion energia ubicaciones,Estaciones,1327,0
2023-09-04,Buenos Aires,cuanto sube la nafta,Precios,1832,0
2023-09-05,Santa Fe,cuanto cuesta llenar el tanque,Precios,1593,0
2023-09-05,Córdoba,ypf cerca de mi,Estaciones,1131,0
2023-09-05,Mendoza,cuanto cuesta llenar el tanque,Precios,1468,0
2023-09-05,Córdoba,descuentos nafta modo,Descuentos,996,0
2023-09-06,Buenos Aires,puntos serviclub canje,Descuentos,1404,0
2023-09-06,Córdoba,equipo gnc 5ta generacion precio,Alternativas,1086,0
2023-09-06,Mendoza,equipo gnc 5ta generacion precio,Alternativas,1987,0
2023-09-07,Buenos Aires,aplicacion ypf descuentos,Descuentos,2443,0
2023-09-07,Salta,equipo gnc 5ta generacion precio,Alternativas,1316,0
2023-09-07,Buenos Aires,aumento nafta hoy,Precios,3488,0
2023-09-07,Buenos Aires,aumento nafta hoy,Precios,1021,0
2023-09-07,CABA,descuentos nafta modo,Descuentos,2190,0
2023-09-08,CABA,precio gasoil axion,Precios,1184,0
2023-09-08,Mendoza,descuento nafta galicia,Descuentos,2284,0
2023-09-08,Buenos Aires,promociones cuenta dni nafta,Descuentos,2904,0
2023-09-08,Misiones,bbva descuento ypf,Descuentos,730,0
2023-09-09,CABA,aplicacion ypf descuentos,Descuentos,2776,0
2023-09-09,Córdoba,precio nafta super ypf,Precios,2554,0
2023-09-10,Buenos Aires,cuanto sube la nafta,Precios,1960,0
2023-09-10,CABA,shell abierta ahora,Estaciones,2700,0
2023-09-10,Córdoba,aumento combustible fecha,Precios,1233,0
2023-09-11,Córdoba,promociones cuenta dni nafta,Descuentos,699,0
2023-09-11,Salta,bbva descuento ypf,Descuentos,591,0
2023-09-11,Neuquén,equipo gnc 5ta generacion precio,Alternativas,1415,0
2023-09-11,Córdoba,cuanto gasta un auto por kilometro,Alternativas,1237,0
2023-09-12,Buenos Aires,puntos serviclub canje,Descuentos,3581,0
2023-09-12,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1309,0
2023-09-12,CABA,estacion de servicio con gnc cerca,Estaciones,2418,0
2023-09-12,Salta,puntos serviclub canje,Descuentos,1721,0
2023-09-13,Buenos Aires,descuentos nafta modo,Descuentos,1870,0
2023-09-13,Neuquén,ypf cerca de mi,Estaciones,541,0
2023-09-13,Entre Ríos,horarios colectivo urbano,Alternativas,1442,0
2023-09-13,Córdoba,shell abierta ahora,Estaciones,2139,0
2023-09-14,Buenos Aires,estaciones de servicio mas baratas,Estaciones,2741,0
2023-09-14,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,2959,0
2023-09-14,Córdoba,cuanto cuesta llenar el tanque,Precios,2490,0
2023-09-15,Buenos Aires,ypf cerca de mi,Estaciones,1496,0
2023-09-15,Tucumán,precio nafta super ypf,Precios,1858,0
2023-09-15,Buenos Aires,aumento nafta hoy,Precios,1845,0
2023-09-16,Córdoba,descuento nafta personal pay,Descuentos,2287,0
2023-09-16,Buenos Aires,shell abierta ahora,Estaciones,2950,0
2023-09-16,Buenos Aires,shell abierta ahora,Estaciones,3290,0
2023-09-16,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,2896,0
2023-09-17,Santa Fe,descuento nafta personal pay,Descuentos,1642,0
2023-09-17,Córdoba,shell abierta ahora,Estaciones,1161,0
2023-09-17,Córdoba,estacion de servicio con gnc cerca,Estaciones,1588,0
2023-09-18,Buenos Aires,precio nafta hoy argentina,Precios,2227,0
2023-09-18,Buenos Aires,precio nafta hoy argentina,Precios,728,0
2023-09-18,Mendoza,precio litro infinia shell,Precios,632,0
2023-09-18,Santa Fe,aumento nafta hoy,Precios,1551,0
2023-09-18,Mendoza,estacion de servicio con gnc cerca,Estaciones,621,0
2023-09-19,Buenos Aires,shell abierta ahora,Estaciones,2332,0
2023-09-19,CABA,precio litro infinia shell,Precios,3005,0
2023-09-20,Buenos Aires,monopatín eléctrico precio,Alternativas,1198,0
2023-09-20,CABA,precio gasoil axion,Precios,3532,0
2023-09-20,Buenos Aires,aumento combustible fecha,Precios,1602,0
2023-09-20,Córdoba,precio nafta hoy argentina,Precios,1151,0
2023-09-21,Mendoza,estaciones de servicio mas baratas,Estaciones,2254,0
2023-09-21,Córdoba,precio gasoil axion,Precios,2394,0
2023-09-21,CABA,bbva descuento ypf,Descuentos,2392,0
2023-09-22,Buenos Aires,axion energia ubicaciones,Estaciones,2630,0
2023-09-22,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,2878,0
2023-09-22,Santa Fe,cuanto gasta un auto por kilometro,Alternativas,709,0
2023-09-22,Buenos Aires,monopatín eléctrico precio,Alternativas,2345,0
2023-09-23,Buenos Aires,puntos serviclub canje,Descuentos,2962,0
2023-09-23,Misiones,cuanto sube la nafta,Precios,992,0
2023-09-23,Córdoba,convertir auto a gnc precio,Alternativas,1817,0
2023-09-23,Córdoba,aplicacion ypf descuentos,Descuentos,2571,0
2023-09-24,Mendoza,precio litro infinia shell,Precios,2397,0
2023-09-24,Santa Fe,descuento nafta galicia,Descuentos,2299,0
2023-09-24,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,1142,0
2023-09-24,CABA,estaciones de servicio mas baratas,Estaciones,3037,0
2023-09-25,CABA,ypf cerca de mi,Estaciones,990,0
2023-09-25,CABA,aumento combustible fecha,Precios,3144,0
2023-09-26,CABA,ypf cerca de mi,Estaciones,2070,0
2023-09-26,Salta,puntos serviclub canje,Descuentos,1149,0
2023-09-27,Buenos Aires,ypf cerca de mi,Estaciones,731,0
2023-09-27,Buenos Aires,aumento nafta hoy,Precios,1376,0
2023-09-27,CABA,precio nafta hoy argentina,Precios,2358,0
2023-09-27,Tucumán,shell abierta ahora,Estaciones,2385,0
2023-09-28,Santa Fe,precio nafta hoy argentina,Precios,2299,0
2023-09-28,Buenos Aires,descuento nafta personal pay,Descuentos,1844,0
2023-09-28,CABA,shell abierta ahora,Estaciones,3592,0
2023-09-29,Santa Fe,descuento nafta personal pay,Descuentos,1466,0
2023-09-29,Buenos Aires,convertir auto a gnc precio,Alternativas,3371,0
2023-09-29,Mendoza,monopatín eléctrico precio,Alternativas,1569,0
2023-09-30,Buenos Aires,tarjeta sube saldo,Alternativas,867,0
2023-09-30,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1111,0
2023-09-30,Córdoba,precio litro infinia shell,Precios,718,0
2023-10-01,CABA,precio litro infinia shell,Precios,3288,0
2023-10-01,Neuquén,estacion de servicio con gnc cerca,Estaciones,1175,0
2023-10-02,Neuquén,puntos serviclub canje,Descuentos,1188,0
2023-10-02,Misiones,ypf cerca de mi,Estaciones,2224,0
2023-10-02,Mendoza,estacion de servicio con gnc cerca,Estaciones,1549,0
2023-10-03,CABA,estaciones de servicio mas baratas,Estaciones,3005,0
2023-10-03,Salta,horarios colectivo urbano,Alternativas,648,0
2023-10-03,Salta,ypf cerca de mi,Estaciones,2221,0
2023-10-03,Córdoba,precio nafta super ypf,Precios,2601,0
2023-10-03,CABA,axion energia ubicaciones,Estaciones,1029,0
2023-10-04,Buenos Aires,ypf cerca de mi,Estaciones,2429,0
2023-10-04,CABA,ypf cerca de mi,Estaciones,2635,0
2023-10-04,Buenos Aires,precio gasoil axion,Precios,1275,0
2023-10-04,Córdoba,monopatín eléctrico precio,Alternativas,930,0
2023-10-05,Tucumán,descuentos nafta modo,Descuentos,1772,0
2023-10-05,Córdoba,promociones cuenta dni nafta,Descuentos,2367,0
2023-10-05,Santa Fe,axion energia ubicaciones,Estaciones,2253,0
2023-10-05,Santa Fe,promociones cuenta dni nafta,Descuentos,2479,0
2023-10-06,Salta,tarjeta sube saldo,Alternativas,1949,0
2023-10-06,Buenos Aires,cuanto cuesta llenar el tanque,Precios,693,0
2023-10-07,Mendoza,precio litro infinia shell,Precios,2122,0
2023-10-07,Tucumán,estacion de servicio con gnc cerca,Estaciones,1626,0
2023-10-07,Entre Ríos,descuentos nafta modo,Descuentos,1732,0
2023-10-08,Entre Ríos,precio gasoil axion,Precios,604,0
2023-10-08,Buenos Aires,shell abierta ahora,Estaciones,2209,0
2023-10-08,CABA,convertir auto a gnc precio,Alternativas,1286,0
2023-10-08,Mendoza,shell abierta ahora,Estaciones,742,0
2023-10-09,Salta,ypf cerca de mi,Estaciones,2302,0
2023-10-09,Tucumán,descuento nafta personal pay,Descuentos,1822,0
2023-10-09,Neuquén,cuanto cuesta llenar el tanque,Precios,1477,0
2023-10-10,Buenos Aires,descuento nafta galicia,Descuentos,1870,0
2023-10-10,Neuquén,promociones cuenta dni nafta,Descuentos,660,0
2023-10-10,Buenos Aires,estaciones de servicio mas baratas,Estaciones,3024,0
2023-10-11,Córdoba,estacion de servicio con gnc cerca,Estaciones,1967,0
2023-10-11,Buenos Aires,banco nacion descuento combustible,Descuentos,665,0
2023-10-11,Buenos Aires,descuentos nafta modo,Descuentos,2295,0
2023-10-11,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,1052,0
2023-10-11,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,2598,0
2023-10-12,CABA,aumento nafta hoy,Precios,1074,0
2023-10-12,Buenos Aires,precio litro infinia shell,Precios,2818,0
2023-10-13,Córdoba,monopatín eléctrico precio,Alternativas,1094,0
